title,rating,review_count,rating_category,address,located_in,working_hours,website,phone,plus_code,popular_hours_of_today,photos,keycontent,id,reviews,geo_location,longitude,latitude,url,timestamp
Beach Gradishte 1,4.4 stars,34 reviews,Beach,North Macedonia,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMwOf8RiXeoEv5nfylb3kvFMMzb0reGmJQEw6-O=w408-h306-k-no,BeachGradishte144stars34,ea31830d7d17e6ba646e19b2e811103f,"[{'review_title': '', 'reviewer': 'Rez Kayto', 'review': 'Relaxing and clean. Clear, beautiful blue water. Attentive staff. Great environment for a day at the beach.', 'review_age': '3 months ago'}, {'review_title': '', 'reviewer': 'Kathy', 'review': 'Clean green water, high prices, beach with rocks. Parking 150denars, beach chairs 200 denars and the beds 500denars.', 'review_age': '3 months ago'}, {'review_title': '', 'reviewer': 'Sebastian Morgentau', 'review': ""A place to relax, to dream, to breath. The water is absolutely amazing clear, very clean beach area. The food, drinks and service are excellent. The Ohrid sea is very spiritual and soul charging. If you are there, you will feel what i'm talking about. One of my favorite places in the beautiful Macedonia 🇲🇰 💓🙌🏻"", 'review_age': '2 years ago'}]","['40.9988938', '20.7979535']",20.7979535,40.9988938,"https://www.google.com/maps/place/Beach+Gradishte+1/@40.9988938,20.7979535,17z/data=!3m1!4b1!4m5!3m4!1s0x1350c136c089ea95:0x391f9a8f00be8efc!8m2!3d40.9991025!4d20.8007168?authuser=0&hl=en",2021-11-11T15:02:07Z
Apartments Kanevche,4.7 stars,26 reviews,,"4Q6V+RQ4, Ohrid, North Macedonia",,,booking.com,,,,"https://lh5.googleusercontent.com/p/AF1QipOoNDq2u26eY2YFg1o4d0fubdShkEZ83pAOq_v7=w224-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipMlB1SO4zqfTCWsUFDncIGZNMyZ4FhKWk_Rkl1H=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipNgXIOYu_6s7lv7Zemz_laY3tyXJu_iW8DGrHGu=w526-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipMcx-x3wrMSefhY814ex5FYIH23Ju28szm3iR0H=w224-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipMTYiu-DUwrJAMVGOQngEtoQF-KjLWgqfUBP7Nv=w529-h298-k-no, https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7Mij0Jei0BsuHa72gJhPEQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=232.16142&pitch=0&thumbfov=100",ApartmentsKanevche47stars26,218da8cd71cccf1e80a2d77c0f8144f8,[],"['41.1120241', '20.7922603']",20.7922603,41.1120241,"https://www.google.com/maps/place/Apartments+Kanevche/@41.1120241,20.7922603,17z/data=!3m1!4b1!4m8!3m7!1s0x1350dcbadc736581:0x5e1ce42ff75776d4!5m2!4m1!1i2!8m2!3d41.1121185!4d20.7944262?authuser=0&hl=en",2021-11-11T15:02:16Z
Lagadin Ohrid beach,5.0 stars,1 review,Tourist attraction,"Р501, Lagadin, North Macedonia",,,,,"2RV3+MH Lagadin, North Macedonia Copy plus code",,https://lh5.googleusercontent.com/p/AF1QipOEcBhtZ_XLyTp8lhvsCP3duy_O28NBaGAvPuIt=w426-h240-k-no,LagadinOhridbeach50stars1review,4d6b27b77743c5cc1ccefa4c634e15f2,"[{'review_title': '', 'reviewer': 'Himnuszok a világból', 'review': 'Beautiful pebble beach, the water is crystal clear. There are some trees which give shade. Parking is available by the side of the road.', 'review_age': '3 months ago'}]","['41.0441272', '20.8017332']",20.8017332,41.0441272,"https://www.google.com/maps/place/Lagadin+Ohrid+beach/@41.0441272,20.8017332,17z/data=!3m1!4b1!4m5!3m4!1s0x1350c33b0e4502db:0x94f4645093ebcc8a!8m2!3d41.0441272!4d20.8039219?authuser=0&hl=en",2021-11-11T15:02:25Z
"""By the Lake"" apartments, Ohrid",4.9 stars,43 reviews,Holiday apartment,"Ilindenska 4, Ohrid 6000, North Macedonia",,,business.site,38970550590,"4Q6V+HM Ohrid, North Macedonia Copy plus code",,"https://lh5.googleusercontent.com/p/AF1QipP_Z8hoydCDv5GiCQmQeBcoNqtMZUoRi3VDWcVT=w447-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipO8cpRhzSe3vYlIcUmwNTyagKqkxJlcFYzfa2Zh=w224-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipPDP-GhkyQlO56ZMFqsAgG6-p_QRQCD1-tlrRdc=w224-h398-k-no, https://lh5.googleusercontent.com/p/AF1QipNQZqWeQDKVSa38OyScP-Q4nBzzIsBxUzleJ35b=w224-h398-k-no, https://lh5.googleusercontent.com/p/AF1QipMSGjUXuJkSgU7EcwUeSXooLveWGTKa7dzb5Wyh=w529-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipNI0jfPkyNnkwSpRx1ZVSFJE9yYQPEdVxvA33W0=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipNbWQNJXtR0TmdVlq7feRFQHH4IoI9wroGU6IbZ=w529-h298-k-no",BytheLakeapartmentsOhrid49stars43,a7d639f979cb003ede6599115f367e7c,"[{'review_title': '', 'reviewer': 'Venelin Todorov', 'review': 'Amazing host!\nGreat value for the money, would definitely return here!', 'review_age': '7 months ago'}, {'review_title': '', 'reviewer': 'Arris Blom', 'review': 'Very recommended! This was by far the nicest accommodation of my trip. Beautifully located right at the water front, very peaceful yet very close to the center of Ohrid. Also the walk to the Saint John church from the accommodation is …', 'review_age': '8 months ago'}, {'review_title': '', 'reviewer': 'Elisa De Pasquale', 'review': ""A little gem a stone's throw away from the center, with a quiet and friendly familiar atmosphere. The flat was spotless clean and with a breathtaking view over the lake, the beach is shared only with the other few guests and is a total …"", 'review_age': 'a year ago'}]","['41.1114365', '20.7920504']",20.7920504,41.1114365,"https://www.google.com/maps/place/%22By+the+Lake%22+apartments,+Ohrid/@41.1114365,20.7920504,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dcbac0254c2d:0xa129f0e84643173d!8m2!3d41.1114365!4d20.7942391?authuser=0&hl=en",2021-11-11T15:02:45Z
City Square of Ohrid,4.7 stars,817 reviews,,"4Q7X+3M8, Ohrid, North Macedonia",,,,,,,"https://lh5.googleusercontent.com/p/AF1QipOkIpb-YtXqU4npajEthGLujBZxnjBJUeoHkI14=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipNjDMZSMd0Cq3-9kboAXgOeiCxUMQ_rck3ubkg7=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipNZBSp9KqnzsjhAzSsSiRBZMDcAnXCYFJurZGfy=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipNoYYhzzeJ733TPmCpfh6WGrAHCRLfebzyHtSi7=w224-h398-k-no, https://lh5.googleusercontent.com/p/AF1QipMY_JypO8_EgIg2kVwAI5PDBiuozM_cD746SwQV=w529-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipMFMwxCtyoe5ZcTTlHLAiue9NE2PUjEU8voRiWQ=w224-h298-k-no-pi-0-ya192.99998-ro-0-fo100, https://lh5.googleusercontent.com/p/AF1QipNMpWuIOZC4LmplsvluFrNhPk5pM_dsC-Ts6HV0=w224-h398-k-no",CitySquareofOhrid47stars817,98b1317d00546972dbf6e08669678129,[],"['41.112659', '20.7970283']",20.7970283,41.112659,"https://www.google.com/maps/place/City+Square+of+Ohrid/@41.112659,20.7970283,17z/data=!3m1!4b1!4m8!3m7!1s0x1350dca4679df6c3:0xebeef44997bf574!5m2!4m1!1i2!8m2!3d41.112659!4d20.799217?authuser=0&hl=en",2021-11-11T15:02:54Z
Hotel Park Lakeside,4.3 stars,647 reviews,,"Naum Ohridski 10a, Ohrid 6000, North Macedonia",,,parklakesidehotel.com,38946287000,"3QRX+2H Ohrid, North Macedonia Copy plus code",,"https://lh5.googleusercontent.com/p/AF1QipP4f5PUzqggAv06mrURO4DlDivgszYXzE_uxZZf=w224-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipOYidEGeLxz2wEEUhD3Hjb__bUpffHR4liVqHwN=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipNyKIp_yCncH4s7NrSmeG8GIcMUmXRQzEcBKMYT=w529-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipMcRTwPD6ELH4H8inSG9uhN3i5Gf6XRbDbI7DFf=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipMmZ9BSJukGRia4-FJpSQjhQPO7lOi_-ui4n8nD=w529-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipPRKp1FV8YSu6oXsVZPVTfEp0Kef8YQgwoaVBoo=w529-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipO7IS2ToqiYNGaveK5t5-OO77zrtZxZgyEeIhTd=w791-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipMBIp4VL9TpkaYDRxmN4U2n4xR7NVPR-ipKqdGr=w224-h298-k-no-pi-0-ya8.999993-ro-0-fo100, https://lh5.googleusercontent.com/p/AF1QipPayWAjFPEkznpIekNTSKQo8S6sjOdUWJ7Ge8ST=w529-h298-k-no",HotelParkLakeside43stars647,b5c8fa78af93dfc9892d6c7fd1191b7d,[],"['41.0900573', '20.7967443']",20.7967443,41.0900573,"https://www.google.com/maps/place/Hotel+Park+Lakeside/@41.0900573,20.7967443,17z/data=!3m1!4b1!4m8!3m7!1s0x1350c3509b524f47:0xaa651e9e2f90e21b!5m2!4m1!1i2!8m2!3d41.0899771!4d20.7988057?authuser=0&hl=en",2021-11-11T15:03:03Z
Ohrid Boardwalk,4.9 stars,22 reviews,Tourist attraction,"Unnamed Road, Ohrid, North Macedonia",,"Open now:, Open 24 hoursThursday, Open 24 hours, Holiday hours, Hours might differ, Friday, Open 24 hours, Holiday hours, Hours might differ, Saturday, Open 24 hours, Holiday hours, Hours might differ, Sunday, Open 24 hours, Holiday hours, Hours might differ, Monday, Open 24 hours, Holiday hours, Hours might differ, Tuesday, Open 24 hours, Holiday hours, Hours might differ, Wednesday, Open 24 hours, Holiday hours, Hours might differ",,,"4Q6V+HR Ohrid, North Macedonia Copy plus code",,"https://lh5.googleusercontent.com/p/AF1QipPMQBOsBbFEoySBI24zLp4J1yLoFhuSejIREnCV=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipM-eGswQx2WFT2I8lT8MqEmZ3Qb__5r68KXmm6n=w224-h398-k-no",OhridBoardwalk49stars22,58a92801a209e26c90170a3a60b30c7f,"[{'review_title': '', 'reviewer': 'Sally Schmidt', 'review': 'A beautiful lakeside walk, the boardwalk is alongside the cliff with the most crystal clear waters and during spring you are surrounded by flowers. …', 'review_age': '6 months ago'}, {'review_title': '', 'reviewer': 'joyce arteaga', 'review': 'It a must !!!!beautiful walk ,the sunset looks romantic peaceful and beautiful', 'review_age': 'a month ago'}, {'review_title': '', 'reviewer': 'Henrik', 'review': 'Nice walk and also some swimming areas. Recommend.', 'review_age': '4 months ago'}]","['41.1114695', '20.7923512']",20.7923512,41.1114695,"https://www.google.com/maps/place/Ohrid+Boardwalk/@41.1114695,20.7923512,17z/data=!3m1!4b1!4m5!3m4!1s0x1350ddc2977c971f:0x753be662d37e4e8b!8m2!3d41.1114695!4d20.7945399?authuser=0&hl=en",2021-11-11T15:03:12Z
Kadmo Lounge Bar,4.1 stars,836 reviews,Restaurant,"Kosta Abrash, Ohrid, North Macedonia",,"Open now:, 9AM–1AMThursday, 9AM–1AM, Holiday hours, Hours might differ, Friday, 9AM–1AM, Holiday hours, Hours might differ, Saturday, 9AM–1AM, Holiday hours, Hours might differ, Sunday, 9AM–1AM, Holiday hours, Hours might differ, Monday, 9AM–1AM, Holiday hours, Hours might differ, Tuesday, 9AM–1AM, Holiday hours, Hours might differ, Wednesday, 9AM–1AM, Holiday hours, Hours might differ",facebook.com,38978288365,"4Q6W+QP Ohrid, North Macedonia Copy plus code",,"https://lh5.googleusercontent.com/p/AF1QipMksWaKn-PYBPX7e7yrDG6cr-a4cQkJmLL7Ow5x=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipOX83PhcLy_YIFhF67gMf6s39tsyn4JJ1y4GHlA=w224-h398-k-no, https://lh5.googleusercontent.com/p/AF1QipNKlxzL2jbtpcqQdH307VfGc--Ie27EyH6Th--L=w281-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipOjvS6CowYS_IXPE0SlY0lRF0c8c9_YN4OoPybR=w529-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipOeHZVunr_kqhdwad-CKoU8RNLdHnmEQ1ZIsX3Y=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipNhf9T08zdSi4ArZuMWtio7xWnRddt_hvgyN2SC=w224-h298-k-no-pi-20-ya111.50723-ro-0-fo100, https://lh5.googleusercontent.com/p/AF1QipO29Efte6EqNGKPitPXLvEwd4vBwF-t1DerUETb=w529-h298-k-no",KadmoLoungeBar41stars836,ba0b2c5bb2070c5d409dc79a57e16fd3,"[{'review_title': '', 'reviewer': 'Jordan Kocevski', 'review': 'This is review is based on an off season experience.\n\nIt was lovely having the view of the lake for ourselves. …', 'review_age': 'a week ago'}, {'review_title': '', 'reviewer': 'Nina Sobol', 'review': 'Nice place on the shores of Lake Ohrid.  We ordered fish, it was perfectly cooked.  The waiter was very attentive and served quickly.', 'review_age': '2 months ago'}, {'review_title': '', 'reviewer': 'Zach Smith', 'review': ""Great Coffee, amazing views, nice service, cozy seating, good vibes, and did I mention the views are incredible? I came here multiple times during my stay in Ohrid and didn't regret it."", 'review_age': 'a month ago'}]","['41.1119176', '20.7946039']",20.7946039,41.1119176,"https://www.google.com/maps/place/Kadmo+Lounge+Bar/@41.1119176,20.7946039,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dca527527cbf:0xc117df555899d00e!8m2!3d41.1119176!4d20.7967926?authuser=0&hl=en",2021-11-11T15:03:22Z
Orevche,4.5 stars,423 reviews,Bar,"2R23+FFG, Ohrid, North Macedonia",,"Open now:, 10AM–10PMThursday, 10AM–10PM, Holiday hours, Hours might differ, Friday, 10AM–10PM, Holiday hours, Hours might differ, Saturday, 10AM–10PM, Holiday hours, Hours might differ, Sunday, 10AM–10PM, Holiday hours, Hours might differ, Monday, 10AM–10PM, Holiday hours, Hours might differ, Tuesday, 10AM–10PM, Holiday hours, Hours might differ, Wednesday, 10AM–10PM, Holiday hours, Hours might differ",,38977763516,,,"https://lh5.googleusercontent.com/p/AF1QipMk0P6LDDqp83y84qqGgaCOJc2ioJMuHEUQAsXR=w224-h299-k-no, https://lh5.googleusercontent.com/p/AF1QipOch8b4gHeOmHfM_HCwJP-ImLAok3rLzNMZp7cZ=w224-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipPWF6y7GWmBdECC-EPDCdDacOgDVC68lNDHt9Sx=w224-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipObgUQQ4JtmZAHuFHS7tkCDaOLSBeOmsEKp2j4j=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipOA5LCe66dUZNZ58lImqocyZrc4dX67OsbBP_06=w224-h298-k-no-pi-10-ya76.99999-ro-0-fo100, https://lh5.googleusercontent.com/p/AF1QipMbUsCY3HID4ltPhAAPhMygFBcbXscQjQRyyOCG=w529-h298-k-no",Orevche45stars423,ca907ebf464b1838c7d14561d815e274,"[{'review_title': '', 'reviewer': 'Bogdan Dumitrescu', 'review': 'Beautiful & shady beach bar / club; entrance fee; good ice coffee; kind service; clean & tidy place; sublime lake views; loud house music; Ohrid prices; free wi-fi & parking;', 'review_age': '3 months ago'}, {'review_title': '', 'reviewer': 'Katarina Jovanovic', 'review': 'Cute beach, especialy when is party, lake is very clean.', 'review_age': '3 months ago'}, {'review_title': '', 'reviewer': 'Leonid A', 'review': 'The best beach in Ohrid with good house music, not expensive..', 'review_age': '4 years ago'}]","['41.0011812', '20.8015059']",20.8015059,41.0011812,"https://www.google.com/maps/place/Orevche/@41.0011812,20.8015059,17z/data=!3m1!4b1!4m5!3m4!1s0x1350c13591200d0f:0x6007f5112572b1c5!8m2!3d41.0011812!4d20.8036946?authuser=0&hl=en",2021-11-11T15:03:32Z
Park Beach Apartments Sofi & Kiki,3.0 stars,2 reviews,Serviced apartment,"Hotel Park, Ulica Gorica 5, stan 3, prizemje Ohrid MK, 6000, North Macedonia",,,,38970382912,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r4vemwk5n019lkPsWkiwhQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=134.03148&pitch=0&thumbfov=100, https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r4vemwk5n019lkPsWkiwhQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=134.03148&pitch=0&thumbfov=100",ParkBeachApartmentsSofiKiki30stars2,27b5b8e85aee8fa68c46291d0aa069f3,"[{'review_title': '', 'reviewer': 'alehandro sanchez', 'review': ""Host refused to provide the voucher and we denied entry to country. Then we lost 500 eur paid for booking, because host didn't negotiate to took only a part of pre-payment. So holidays were ruined and 500 eur was lost thanks to host"", 'review_age': '2 months ago'}, {'review_title': '', 'reviewer': 'Snezana Todorovic', 'review': '(Translated by Google) Good location, spacious apartment, well decorated and clean, on the beach, 50m away overlooking the lake and the old town. Lydia and Mrs. Ljubica are wonderful ladies. All praise and recommendations for a quiet and …', 'review_age': '3 months ago'}]","['41.1141346', '20.807656']",20.807656,41.1141346,"https://www.google.com/maps/place/Park+Beach+Apartments+Sofi+%26+Kiki/@41.1141346,20.807656,17z/data=!3m1!4b1!4m5!3m4!1s0x1350db5f06281c8b:0x96e6e0594a009179!8m2!3d41.1141346!4d20.8098447?authuser=0&hl=en",2021-11-11T15:03:41Z
Beach Gradishte 3 (Jungle beach),4.4 stars,18 reviews,Beach,North Macedonia,,,,,,,https://lh5.googleusercontent.com/p/AF1QipO-gYNAw8lE-zjMpY9jE15eBkfs3ftgH28yiTMm=w408-h306-k-no,BeachGradishte3Junglebeach44stars18,e076688df8c88c4fcf0a743109fc55cd,"[{'review_title': '', 'reviewer': 'Ana Janakievska', 'review': 'Very expensive. The water was clear.', 'review_age': '3 months ago'}, {'review_title': '', 'reviewer': 'Bojan Arandjelovic', 'review': '(Translated by Google) The beach and the lake are like from a fairy tale. The water is clean and clear. There are cafes around the beach with deck chairs. Prices are affordable. …', 'review_age': '3 months ago'}, {'review_title': '', 'reviewer': 'KaJa Scha', 'review': '(Translated by Google) Best Beach Music Bars in Macedonia !!!\nGradishte has 4 beaches in bays. These are connected by bridges from beach to beach around the cliffs. Beach 1 Mixed Music, Beach 2 Hip Hop, Beach 3 Goa / …', 'review_age': '4 months ago'}]","['41.0005324', '20.8008023']",20.8008023,41.0005324,"https://www.google.com/maps/place/Beach+Gradishte+3+(Jungle+beach)/@41.0005324,20.8008023,17z/data=!3m1!4b1!4m5!3m4!1s0x1350c135c6e24139:0x9d5a29c17f7d6d97!8m2!3d41.0004945!4d20.8029519?authuser=0&hl=en",2021-11-11T15:03:58Z
Egoist Beach Bar & Restaurant,3.5 stars,111 reviews,Bar,"Aparthotel Park Ohrid, 6000, North Macedonia",Located in: Hotel Park Lakeside,"Open now:, 8AM–1AMThursday, 8AM–1AM, Holiday hours, Hours might differ, Friday, 8AM–1AM, Holiday hours, Hours might differ, Saturday, 8AM–1AM, Holiday hours, Hours might differ, Sunday, 8AM–1AM, Holiday hours, Hours might differ, Monday, 8AM–1AM, Holiday hours, Hours might differ, Tuesday, 8AM–1AM, Holiday hours, Hours might differ, Wednesday, 8AM–1AM, Holiday hours, Hours might differ",,38970495592,"3QRX+3J Ohrid, North Macedonia Copy plus code",,"https://lh5.googleusercontent.com/p/AF1QipNMR-B8R2CxbH5037LBprcKVJzjSJKJev3-wLTb=w447-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipOgvrBXVewGEcecMzrADdlPf18eZ0bBlgWeJ2aI=w224-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipOI8WdrgVO8sC5TN_S8MjMBsZqXxSh6vsSCDTGi=w224-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipM26bd1SKZ5BBPGcUoXUdd9S4Wejb0-n8AOUqQS=w397-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipOOTrlY5YIpBOt4rkuCea_3jRDp3I1wOjIshgJN=w224-h398-k-no",EgoistBeachBarRestaurant35stars111,6f0c4728c6b22e31c4a0d0957aab9c25,"[{'review_title': '', 'reviewer': 'Sara Filipovic', 'review': 'Ok, 4 stars on average cuz I have been there twice: first time my sister ordered chicken with truffles, and portion size and sauce was delicios buuit chicken was raw in middle, the slice was too thick :/ burgers were delicious. Next time I …', 'review_age': '3 months ago'}, {'review_title': '', 'reviewer': 'Patrick Trpeski', 'review': 'Beautiful view towards Ohrid', 'review_age': '2 months ago'}, {'review_title': '', 'reviewer': 'Jovana Spasovska', 'review': 'It can be 3/5 or 4/5 but I gave 4 because the place has an amazing view which buys everything else. Definitely worth a visit.', 'review_age': '3 months ago'}]","['41.0901469', '20.796924']",20.796924,41.0901469,"https://www.google.com/maps/place/Egoist+Beach+Bar+%26+Restaurant/@41.0901469,20.796924,17z/data=!3m1!4b1!4m5!3m4!1s0x1350c3b276941b7d:0x3d68010177ac4eff!8m2!3d41.0900614!4d20.7992226?authuser=0&hl=en",2021-11-11T15:04:08Z
Atlantic Beach Ohrid,3.9 stars,31 reviews,Beach,"Atlantic Beach, Ohrid, North Macedonia",,,,,,,"https://lh5.googleusercontent.com/p/AF1QipONgIz0aR7x2FFZaqXl9xk8v_bOBSrStHxAmG9L=w496-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipPTbtJ3213tXxbdi3BXyBY5-K97jFyIUFUNy6uF=w224-h398-k-no",AtlanticBeachOhrid39stars31,faf727ce9f09dbcf1c576ad6e5ac2491,"[{'review_title': '', 'reviewer': 'Tance Grozdanovski', 'review': 'Quite beach time for family, tasty meals', 'review_age': '2 years ago'}, {'review_title': '', 'reviewer': 'Ilic Bojan', 'review': '(Translated by Google) Good beach\n\n(Original)\nDobra plaža', 'review_age': '2 months ago'}, {'review_title': '', 'reviewer': 'Nikola Nikolov', 'review': '(Translated by Google) A very bad experience on the part of the employees on the Atlantic beach, we paid for a cador and a deck chair, and despite the fact that we did not get a fiscal, we were forced to give up the deck chair after 3 …', 'review_age': 'a year ago'}]","['41.0197146', '20.7920604']",20.7920604,41.0197146,"https://www.google.com/maps/place/Atlantic+Beach+Ohrid/@41.0197146,20.7920604,14z/data=!3m1!4b1!4m5!3m4!1s0x1350c6aa90eec94d:0xb7969ec44f5d5974!8m2!3d41.0197165!4d20.80957?authuser=0&hl=en",2021-11-11T15:04:17Z
Buffalo Beach,3.0 stars,17 reviews,Beach volleyball court,"4R34+6RM, Ohrid, North Macedonia",,,,,,,"https://lh5.googleusercontent.com/p/AF1QipNEDwIHWBo1cNq6Ru4XftjIADsob_dME7vbS0a0=w224-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipOMDlSeRZ3S_-GlG8lVhxU6ZdzDAjRJWnJzG-h0=w224-h298-k-no-pi0-ya337-ro-0-fo100, https://lh5.googleusercontent.com/p/AF1QipNdAmGGEG8WQH29UeXp1RIhAJTUZaw2pk0TJpBj=w224-h398-k-no",BuffaloBeach30stars17,e1dbba31d858ef1e669a3c5c4b69d523,"[{'review_title': '', 'reviewer': 'Gjoko Blazeski', 'review': '(Translated by Google) Bravo bravo ...\n\n(Original)\nБраво браво...', 'review_age': 'a year ago'}, {'review_title': '', 'reviewer': 'Rafał Marszałek', 'review': '(Translated by Google) Few people, quiet beach. The water is full of silt - I do not recommend …', 'review_age': '2 years ago'}, {'review_title': '', 'reviewer': 'Goran Ilievski', 'review': '(Translated by Google) the most play\n\n(Original)\nнајс плејс', 'review_age': '2 years ago'}]","['41.1030879', '20.8048586']",20.8048586,41.1030879,"https://www.google.com/maps/place/Buffalo+Beach/@41.1030879,20.8048586,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dca9f9800651:0xd133c0aa35db62fa!8m2!3d41.1030879!4d20.8070473?authuser=0&hl=en",2021-11-11T15:04:26Z
Atlantic Beach Ohrid,3.9 stars,31 reviews,Beach,"Atlantic Beach, Ohrid, North Macedonia",,,,,,,"https://lh5.googleusercontent.com/p/AF1QipONgIz0aR7x2FFZaqXl9xk8v_bOBSrStHxAmG9L=w496-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipPTbtJ3213tXxbdi3BXyBY5-K97jFyIUFUNy6uF=w224-h398-k-no",AtlanticBeachOhrid39stars31,faf727ce9f09dbcf1c576ad6e5ac2491,"[{'review_title': '', 'reviewer': 'Tance Grozdanovski', 'review': 'Quite beach time for family, tasty meals', 'review_age': '2 years ago'}, {'review_title': '', 'reviewer': 'Ilic Bojan', 'review': '(Translated by Google) Good beach\n\n(Original)\nDobra plaža', 'review_age': '2 months ago'}, {'review_title': '', 'reviewer': 'Nikola Nikolov', 'review': '(Translated by Google) A very bad experience on the part of the employees on the Atlantic beach, we paid for a cador and a deck chair, and despite the fact that we did not get a fiscal, we were forced to give up the deck chair after 3 …', 'review_age': 'a year ago'}]","['41.0197146', '20.7920604']",20.7920604,41.0197146,"https://www.google.com/maps/place/Atlantic+Beach+Ohrid/@41.0197146,20.7920604,14z/data=!3m1!4b1!4m5!3m4!1s0x1350c6aa90eec94d:0xb7969ec44f5d5974!8m2!3d41.0197165!4d20.80957?authuser=0&hl=en",2021-11-11T15:04:17Z
Buffalo Beach,3.0 stars,17 reviews,Beach volleyball court,"4R34+6RM, Ohrid, North Macedonia",,,,,,,"https://lh5.googleusercontent.com/p/AF1QipNEDwIHWBo1cNq6Ru4XftjIADsob_dME7vbS0a0=w224-h298-k-no, https://lh5.googleusercontent.com/p/AF1QipOMDlSeRZ3S_-GlG8lVhxU6ZdzDAjRJWnJzG-h0=w224-h298-k-no-pi0-ya337-ro-0-fo100, https://lh5.googleusercontent.com/p/AF1QipNdAmGGEG8WQH29UeXp1RIhAJTUZaw2pk0TJpBj=w224-h398-k-no",BuffaloBeach30stars17,e1dbba31d858ef1e669a3c5c4b69d523,"[{'review_title': '', 'reviewer': 'Gjoko Blazeski', 'review': '(Translated by Google) Bravo bravo ...\n\n(Original)\nБраво браво...', 'review_age': 'a year ago'}, {'review_title': '', 'reviewer': 'Rafał Marszałek', 'review': '(Translated by Google) Few people, quiet beach. The water is full of silt - I do not recommend …', 'review_age': '2 years ago'}, {'review_title': '', 'reviewer': 'Goran Ilievski', 'review': '(Translated by Google) the most play\n\n(Original)\nнајс плејс', 'review_age': '2 years ago'}]","['41.1030879', '20.8048586']",20.8048586,41.1030879,"https://www.google.com/maps/place/Buffalo+Beach/@41.1030879,20.8048586,17z/data=!3m1!4b1!4m5!3m4!1s0x1350dca9f9800651:0xd133c0aa35db62fa!8m2!3d41.1030879!4d20.8070473?authuser=0&hl=en",2021-11-11T15:04:26Z
